Year,Driver,Stint,LapNumber,Compound,LapTimeSeconds,TrackStatus,PitInTime,PitOutTime
2021,MSC,2.0,27.0,HARD,90.904,1,,
2021,MSC,2.0,28.0,HARD,90.726,1,,
2021,MSC,2.0,29.0,HARD,90.524,1,,
2021,MSC,2.0,30.0,HARD,92.165,1,,
2021,MSC,2.0,31.0,HARD,92.29,1,,
2021,MSC,2.0,32.0,HARD,90.218,1,,
2021,MSC,2.0,33.0,HARD,90.038,1,,
2021,MSC,2.0,34.0,HARD,90.006,1,,
2021,MSC,2.0,37.0,HARD,92.144,1,,
2021,MSC,2.0,38.0,HARD,89.58,1,,
2021,MSC,2.0,39.0,HARD,89.74,1,,
2021,MSC,2.0,40.0,HARD,89.767,1,,
2021,MSC,2.0,41.0,HARD,89.654,1,,
2021,MSC,2.0,42.0,HARD,89.457,1,,
2021,MSC,2.0,43.0,HARD,89.552,1,,
2021,MSC,2.0,44.0,HARD,89.929,1,,
2021,MSC,2.0,45.0,HARD,91.055,1,,
2021,MSC,2.0,46.0,HARD,90.25,1,,
2021,MSC,2.0,47.0,HARD,90.2,1,,
2021,MSC,2.0,48.0,HARD,89.751,1,,
2021,MSC,2.0,49.0,HARD,89.762,1,,
2021,MSC,2.0,50.0,HARD,89.962,1,,
2021,MSC,2.0,51.0,HARD,90.614,12,,
2021,MSC,3.0,57.0,SOFT,91.021,1,,
2021,VET,1.0,2.0,MEDIUM,93.38,1,,
2021,VET,1.0,3.0,MEDIUM,91.953,1,,
2021,VET,1.0,4.0,MEDIUM,92.027,1,,
2021,VET,1.0,5.0,MEDIUM,91.23,1,,
2021,VET,1.0,6.0,MEDIUM,91.316,1,,
2021,VET,1.0,7.0,MEDIUM,90.715,1,,
2021,VET,1.0,8.0,MEDIUM,90.942,1,,
2021,VET,1.0,9.0,MEDIUM,91.124,1,,
2021,VET,1.0,10.0,MEDIUM,90.955,1,,
2021,VET,1.0,11.0,MEDIUM,90.86,1,,
2021,VET,1.0,12.0,MEDIUM,90.733,1,,
2021,VET,1.0,13.0,MEDIUM,90.717,1,,
2021,VET,1.0,14.0,MEDIUM,90.495,1,,
2021,VET,1.0,15.0,MEDIUM,90.748,1,,
2021,VET,1.0,16.0,MEDIUM,90.595,1,,
2021,VET,1.0,17.0,MEDIUM,90.31,1,,
2021,VET,1.0,18.0,MEDIUM,90.16,1,,
2021,VET,1.0,19.0,MEDIUM,90.25,1,,
2021,VET,1.0,20.0,MEDIUM,90.805,1,,
2021,VET,1.0,21.0,MEDIUM,90.563,1,,
2021,VET,1.0,22.0,MEDIUM,90.092,1,,
2021,VET,2.0,25.0,HARD,90.202,12,,
2021,VET,2.0,26.0,HARD,89.791,21,,
2021,VET,2.0,27.0,HARD,90.894,1,,
2021,VET,2.0,28.0,HARD,89.829,1,,
2021,VET,2.0,29.0,HARD,89.516,1,,
2021,VET,2.0,30.0,HARD,89.596,1,,
2021,VET,2.0,31.0,HARD,89.471,1,,
2021,VET,2.0,32.0,HARD,89.643,1,,
2021,VET,2.0,33.0,HARD,89.421,1,,
2021,VET,2.0,34.0,HARD,88.556,1,,
2021,VET,2.0,38.0,HARD,88.764,1,,
2021,VET,2.0,39.0,HARD,90.706,1,,
2021,VET,2.0,40.0,HARD,88.783,1,,
2021,VET,2.0,41.0,HARD,88.77,1,,
2021,VET,2.0,42.0,HARD,88.699,1,,
2021,VET,2.0,43.0,HARD,88.69,1,,
2021,VET,2.0,44.0,HARD,88.619,1,,
2021,VET,2.0,45.0,HARD,88.601,1,,
2021,VET,2.0,46.0,HARD,90.388,1,,
2021,VET,2.0,47.0,HARD,88.503,1,,
2021,VET,2.0,48.0,HARD,88.326,1,,
2021,VET,2.0,49.0,HARD,88.345,1,,
2021,VET,2.0,50.0,HARD,88.332,1,,
2021,VET,2.0,51.0,HARD,88.353,1,,
2021,VET,2.0,58.0,HARD,88.303,1,,
2021,SAI,1.0,2.0,SOFT,90.325,1,,
2021,SAI,1.0,3.0,SOFT,90.155,1,,
2021,SAI,1.0,4.0,SOFT,90.356,1,,
2021,SAI,1.0,5.0,SOFT,90.387,1,,
2021,SAI,1.0,6.0,SOFT,90.329,1,,
2021,SAI,1.0,7.0,SOFT,90.316,1,,
2021,SAI,1.0,8.0,SOFT,90.255,1,,
2021,SAI,1.0,9.0,SOFT,90.165,1,,
2021,SAI,1.0,10.0,SOFT,90.174,1,,
2021,SAI,1.0,11.0,SOFT,89.8,1,,
2021,SAI,1.0,12.0,SOFT,89.772,1,,
2021,SAI,1.0,13.0,SOFT,89.801,1,,
2021,SAI,1.0,14.0,SOFT,89.591,1,,
2021,SAI,1.0,15.0,SOFT,89.938,1,,
2021,SAI,1.0,16.0,SOFT,89.591,1,,
2021,SAI,1.0,17.0,SOFT,89.311,1,,
2021,SAI,1.0,18.0,SOFT,90.907,1,,
2021,SAI,2.0,21.0,HARD,89.752,1,,
2021,SAI,2.0,22.0,HARD,89.803,1,,
2021,SAI,2.0,23.0,HARD,89.736,1,,
2021,SAI,2.0,24.0,HARD,89.576,1,,
2021,SAI,2.0,25.0,HARD,89.61,12,,
2021,SAI,2.0,26.0,HARD,89.505,21,,
2021,SAI,2.0,27.0,HARD,89.666,1,,
2021,SAI,2.0,28.0,HARD,89.719,1,,
2021,SAI,2.0,29.0,HARD,89.259,1,,
2021,SAI,2.0,30.0,HARD,89.121,1,,
2021,SAI,2.0,31.0,HARD,89.391,1,,
2021,SAI,2.0,32.0,HARD,89.116,1,,
2021,SAI,2.0,33.0,HARD,89.158,1,,
2021,SAI,2.0,34.0,HARD,88.828,1,,
2021,SAI,2.0,38.0,HARD,88.292,1,,
2021,SAI,2.0,39.0,HARD,88.384,1,,
2021,SAI,2.0,40.0,HARD,88.325,1,,
2021,SAI,2.0,41.0,HARD,88.279,1,,
2021,SAI,2.0,42.0,HARD,88.037,1,,
2021,SAI,2.0,43.0,HARD,88.178,1,,
2021,SAI,2.0,44.0,HARD,87.643,1,,
2021,SAI,2.0,45.0,HARD,87.929,1,,
2021,SAI,2.0,46.0,HARD,87.674,1,,
2021,SAI,2.0,47.0,HARD,87.797,1,,
2021,SAI,2.0,48.0,HARD,87.629,1,,
2021,SAI,2.0,49.0,HARD,87.732,1,,
2021,SAI,2.0,50.0,HARD,87.639,1,,
2021,SAI,2.0,51.0,HARD,87.618,1,,
2021,SAI,2.0,52.0,HARD,89.182,12,,
2021,SAI,2.0,58.0,HARD,88.879,1,,
2021,LAT,1.0,2.0,MEDIUM,94.545,1,,
2021,LAT,1.0,3.0,MEDIUM,93.236,1,,
2021,LAT,1.0,4.0,MEDIUM,92.304,1,,
2021,LAT,1.0,5.0,MEDIUM,91.755,1,,
2021,LAT,1.0,6.0,MEDIUM,92.003,1,,
2021,LAT,1.0,7.0,MEDIUM,91.378,1,,
2021,LAT,1.0,8.0,MEDIUM,91.795,1,,
2021,LAT,1.0,9.0,MEDIUM,91.704,1,,
2021,LAT,1.0,10.0,MEDIUM,91.389,1,,
2021,LAT,1.0,11.0,MEDIUM,91.511,1,,
2021,LAT,1.0,12.0,MEDIUM,90.971,1,,
2021,LAT,1.0,13.0,MEDIUM,91.078,1,,
2021,LAT,1.0,14.0,MEDIUM,90.932,1,,
2021,LAT,1.0,15.0,MEDIUM,91.134,1,,
2021,LAT,1.0,16.0,MEDIUM,91.047,1,,
2021,LAT,1.0,17.0,MEDIUM,91.891,1,,
2021,LAT,1.0,18.0,MEDIUM,90.912,1,,
2021,LAT,1.0,19.0,MEDIUM,90.884,1,,
2021,LAT,1.0,20.0,MEDIUM,92.317,1,,
2021,LAT,1.0,21.0,MEDIUM,90.886,1,,
2021,LAT,1.0,22.0,MEDIUM,92.122,1,,
2021,LAT,1.0,23.0,MEDIUM,90.803,1,,
2021,LAT,1.0,24.0,MEDIUM,90.935,1,,
2021,LAT,1.0,25.0,MEDIUM,91.055,12,,
2021,LAT,1.0,26.0,MEDIUM,91.067,21,,
2021,LAT,1.0,27.0,MEDIUM,92.497,1,,
2021,LAT,2.0,30.0,HARD,89.293,1,,
2021,LAT,2.0,31.0,HARD,89.393,1,,
2021,LAT,2.0,32.0,HARD,89.431,1,,
2021,LAT,2.0,33.0,HARD,89.542,1,,
2021,LAT,2.0,34.0,HARD,89.53,1,,
2021,LAT,2.0,37.0,HARD,91.298,1,,
2021,LAT,2.0,38.0,HARD,89.844,1,,
2021,LAT,2.0,39.0,HARD,89.897,1,,
2021,LAT,2.0,40.0,HARD,89.627,1,,
2021,LAT,2.0,41.0,HARD,89.676,1,,
2021,LAT,2.0,42.0,HARD,89.542,1,,
2021,LAT,2.0,43.0,HARD,89.337,1,,
2021,LAT,2.0,44.0,HARD,89.824,1,,
2021,LAT,2.0,45.0,HARD,90.962,1,,
2021,LAT,2.0,46.0,HARD,89.995,1,,
2021,LAT,2.0,47.0,HARD,90.134,1,,
2021,LAT,2.0,48.0,HARD,90.648,1,,
2021,LAT,2.0,49.0,HARD,89.349,1,,
2021,LAT,2.0,50.0,HARD,89.752,1,,
2021,RUS,1.0,2.0,MEDIUM,94.186,1,,
2021,RUS,1.0,3.0,MEDIUM,93.882,1,,
2021,RUS,1.0,4.0,MEDIUM,92.609,1,,
2021,RUS,1.0,5.0,MEDIUM,91.678,1,,
2021,RUS,1.0,6.0,MEDIUM,92.508,1,,
2021,RUS,1.0,7.0,MEDIUM,91.589,1,,
2021,RUS,1.0,8.0,MEDIUM,92.193,1,,
2021,RUS,1.0,9.0,MEDIUM,91.554,1,,
2021,RUS,1.0,10.0,MEDIUM,91.631,1,,
2021,RUS,1.0,11.0,MEDIUM,90.793,1,,
2021,RUS,1.0,12.0,MEDIUM,90.957,1,,
2021,RUS,1.0,13.0,MEDIUM,91.068,1,,
2021,RUS,1.0,14.0,MEDIUM,90.768,1,,
2021,RUS,1.0,15.0,MEDIUM,90.853,1,,
2021,RUS,1.0,16.0,MEDIUM,91.729,1,,
2021,RUS,1.0,17.0,MEDIUM,91.206,1,,
2021,RUS,1.0,18.0,MEDIUM,92.536,1,,
2021,RUS,1.0,19.0,MEDIUM,91.252,1,,
2021,RUS,1.0,20.0,MEDIUM,92.053,1,,
2021,RUS,1.0,21.0,MEDIUM,91.065,1,,
2021,RUS,1.0,22.0,MEDIUM,90.821,1,,
2021,RUS,1.0,23.0,MEDIUM,90.647,1,,
2021,RUS,1.0,24.0,MEDIUM,91.577,1,,
2021,RUS,1.0,25.0,MEDIUM,92.794,12,,
2021,RAI,1.0,2.0,MEDIUM,93.319,1,,
2021,RAI,1.0,3.0,MEDIUM,91.945,1,,
2021,RAI,1.0,4.0,MEDIUM,92.23,1,,
2021,RAI,1.0,5.0,MEDIUM,91.984,1,,
2021,RAI,1.0,6.0,MEDIUM,91.868,1,,
2021,RAI,1.0,7.0,MEDIUM,91.35,1,,
2021,RAI,1.0,8.0,MEDIUM,91.42,1,,
2021,RAI,1.0,9.0,MEDIUM,91.363,1,,
2021,RAI,1.0,10.0,MEDIUM,90.74,1,,
2021,RAI,1.0,11.0,MEDIUM,90.931,1,,
2021,RAI,1.0,12.0,MEDIUM,90.807,1,,
2021,RAI,1.0,13.0,MEDIUM,91.086,1,,
2021,RAI,1.0,14.0,MEDIUM,90.753,1,,
2021,RAI,1.0,15.0,MEDIUM,90.604,1,,
2021,RAI,1.0,16.0,MEDIUM,90.478,1,,
2021,RAI,1.0,17.0,MEDIUM,90.312,1,,
2021,RAI,1.0,18.0,MEDIUM,90.426,1,,
2021,RAI,1.0,19.0,MEDIUM,90.68,1,,
2021,RAI,1.0,20.0,MEDIUM,91.11,1,,
2021,RAI,2.0,23.0,HARD,89.698,1,,
2021,RAI,2.0,24.0,HARD,91.307,1,,
2021,BOT,1.0,2.0,MEDIUM,91.738,1,,
2021,BOT,1.0,3.0,MEDIUM,90.683,1,,
2021,BOT,1.0,4.0,MEDIUM,90.997,1,,
2021,BOT,1.0,5.0,MEDIUM,90.644,1,,
2021,BOT,1.0,6.0,MEDIUM,90.639,1,,
2021,BOT,1.0,7.0,MEDIUM,90.195,1,,
2021,BOT,1.0,8.0,MEDIUM,90.533,1,,
2021,BOT,1.0,9.0,MEDIUM,90.515,1,,
2021,BOT,1.0,10.0,MEDIUM,90.704,1,,
2021,BOT,1.0,11.0,MEDIUM,90.592,1,,
2021,BOT,1.0,12.0,MEDIUM,90.252,1,,
2021,BOT,1.0,13.0,MEDIUM,90.079,1,,
2021,BOT,1.0,14.0,MEDIUM,90.595,1,,
2021,BOT,1.0,15.0,MEDIUM,91.079,1,,
2021,BOT,1.0,16.0,MEDIUM,89.754,1,,
2021,BOT,1.0,17.0,MEDIUM,89.692,1,,
2021,BOT,1.0,18.0,MEDIUM,89.478,1,,
2021,BOT,1.0,19.0,MEDIUM,89.652,1,,
2021,BOT,1.0,20.0,MEDIUM,89.62,1,,
2021,BOT,1.0,21.0,MEDIUM,89.647,1,,
2021,BOT,1.0,22.0,MEDIUM,89.559,1,,
2021,BOT,1.0,23.0,MEDIUM,89.984,1,,
2021,BOT,1.0,24.0,MEDIUM,89.097,1,,
2021,BOT,1.0,25.0,MEDIUM,88.871,1,,
2021,BOT,1.0,26.0,MEDIUM,89.636,12,,
2021,BOT,1.0,27.0,MEDIUM,88.927,1,,
2021,BOT,1.0,28.0,MEDIUM,89.131,1,,
2021,BOT,1.0,29.0,MEDIUM,89.204,1,,
2021,BOT,2.0,32.0,HARD,88.776,1,,
2021,BOT,2.0,33.0,HARD,88.961,1,,
2021,BOT,2.0,34.0,HARD,87.918,1,,
2021,BOT,2.0,38.0,HARD,87.886,1,,
2021,BOT,2.0,39.0,HARD,87.96,1,,
2021,BOT,2.0,40.0,HARD,88.481,1,,
2021,BOT,2.0,41.0,HARD,88.224,1,,
2021,BOT,2.0,42.0,HARD,88.36,1,,
2021,BOT,2.0,43.0,HARD,88.327,1,,
2021,BOT,2.0,44.0,HARD,88.27,1,,
2021,BOT,2.0,45.0,HARD,87.839,1,,
2021,BOT,2.0,46.0,HARD,88.039,1,,
2021,BOT,2.0,47.0,HARD,87.849,1,,
2021,BOT,2.0,48.0,HARD,88.527,1,,
2021,BOT,2.0,49.0,HARD,87.239,1,,
2021,BOT,2.0,50.0,HARD,87.13,1,,
2021,BOT,2.0,51.0,HARD,86.862,1,,
2021,BOT,2.0,58.0,HARD,90.479,1,,
2021,GIO,1.0,2.0,MEDIUM,93.17,1,,
2021,GIO,1.0,3.0,MEDIUM,91.837,1,,
2021,GIO,1.0,4.0,MEDIUM,91.553,1,,
2021,GIO,1.0,5.0,MEDIUM,91.597,1,,
2021,GIO,1.0,6.0,MEDIUM,91.313,1,,
2021,GIO,1.0,7.0,MEDIUM,90.707,1,,
2021,GIO,1.0,8.0,MEDIUM,91.022,1,,
2021,GIO,1.0,9.0,MEDIUM,91.039,1,,
2021,GIO,1.0,10.0,MEDIUM,91.035,1,,
2021,GIO,1.0,11.0,MEDIUM,90.746,1,,
2021,GIO,1.0,12.0,MEDIUM,90.868,1,,
2021,GIO,1.0,13.0,MEDIUM,90.853,1,,
2021,GIO,1.0,14.0,MEDIUM,90.546,1,,
2021,GIO,1.0,15.0,MEDIUM,90.55,1,,
2021,GIO,1.0,16.0,MEDIUM,90.682,1,,
2021,GIO,2.0,19.0,HARD,89.556,1,,
2021,GIO,2.0,20.0,HARD,90.001,1,,
2021,GIO,2.0,21.0,HARD,90.18,1,,
2021,GIO,2.0,22.0,HARD,90.137,1,,
2021,GIO,2.0,23.0,HARD,90.346,1,,
2021,GIO,2.0,24.0,HARD,91.109,1,,
2021,GIO,2.0,25.0,HARD,89.792,12,,
2021,GIO,2.0,26.0,HARD,90.004,21,,
2021,GIO,2.0,27.0,HARD,89.712,1,,
2021,GIO,2.0,28.0,HARD,90.282,1,,
2021,GIO,2.0,29.0,HARD,89.694,1,,
2021,GIO,2.0,30.0,HARD,89.775,1,,
2021,GIO,2.0,31.0,HARD,89.505,1,,
2021,GIO,2.0,32.0,HARD,89.596,1,,
2021,GIO,2.0,33.0,HARD,89.442,1,,
2022,VER,1.0,2.0,MEDIUM,90.541,1,,
2022,VER,1.0,3.0,MEDIUM,89.968,1,,
2022,VER,1.0,4.0,MEDIUM,90.368,1,,
2022,VER,1.0,5.0,MEDIUM,90.502,1,,
2022,VER,1.0,6.0,MEDIUM,90.567,1,,
2022,VER,1.0,7.0,MEDIUM,90.661,1,,
2022,VER,1.0,8.0,MEDIUM,90.691,1,,
2022,VER,1.0,9.0,MEDIUM,90.601,1,,
2022,VER,1.0,10.0,MEDIUM,90.621,1,,
2022,VER,1.0,11.0,MEDIUM,90.798,1,,
2022,VER,1.0,12.0,MEDIUM,90.921,1,,
2022,VER,1.0,13.0,MEDIUM,90.747,1,,
2022,VER,1.0,14.0,MEDIUM,90.966,1,,
2022,VER,1.0,15.0,MEDIUM,91.023,1,,
2022,VER,1.0,16.0,MEDIUM,91.245,1,,
2022,VER,1.0,17.0,MEDIUM,91.592,1,,
2022,VER,1.0,18.0,MEDIUM,91.598,1,,
2022,VER,1.0,19.0,MEDIUM,91.882,1,,
2022,VER,2.0,22.0,HARD,90.66,1,,
2022,VER,2.0,23.0,HARD,90.671,1,,
2022,VER,2.0,24.0,HARD,90.955,1,,
2022,VER,2.0,25.0,HARD,90.803,1,,
2022,VER,2.0,26.0,HARD,90.892,1,,
2022,VER,2.0,27.0,HARD,90.61,1,,
2022,VER,2.0,28.0,HARD,90.443,1,,
2022,VER,2.0,29.0,HARD,90.271,1,,
2022,VER,2.0,30.0,HARD,89.936,1,,
2022,VER,2.0,31.0,HARD,90.063,1,,
2022,VER,2.0,32.0,HARD,89.924,1,,
2022,VER,2.0,33.0,HARD,89.808,1,,
2022,VER,2.0,34.0,HARD,89.891,1,,
2022,VER,2.0,35.0,HARD,90.109,1,,
2022,VER,2.0,36.0,HARD,89.886,1,,
2022,VER,2.0,37.0,HARD,90.116,1,,
2022,VER,2.0,38.0,HARD,90.16,1,,
2022,VER,2.0,39.0,HARD,90.027,12,,
2022,VER,2.0,40.0,HARD,90.019,1,,
2022,VER,2.0,41.0,HARD,90.048,1,,
2022,VER,2.0,42.0,HARD,89.885,1,,
2022,VER,2.0,43.0,HARD,89.897,1,,
2022,VER,2.0,44.0,HARD,89.883,1,,
2022,VER,2.0,45.0,HARD,89.929,1,,
2022,VER,2.0,46.0,HARD,89.725,1,,
2022,VER,2.0,47.0,HARD,90.019,1,,
2022,VER,2.0,48.0,HARD,89.971,1,,
2022,VER,2.0,49.0,HARD,89.959,1,,
2022,VER,2.0,50.0,HARD,89.803,1,,
2022,VER,2.0,51.0,HARD,89.666,1,,
2022,VER,2.0,52.0,HARD,90.461,1,,
2022,VER,2.0,53.0,HARD,90.065,1,,
2022,VER,2.0,54.0,HARD,89.392,1,,
2022,VER,2.0,55.0,HARD,89.715,1,,
2022,VER,2.0,56.0,HARD,89.844,1,,
2022,VER,2.0,57.0,HARD,89.891,1,,
2022,VER,2.0,58.0,HARD,89.797,1,,
2022,LEC,1.0,2.0,MEDIUM,90.996,1,,
2022,LEC,1.0,3.0,MEDIUM,90.418,1,,
2022,LEC,1.0,4.0,MEDIUM,91.167,1,,
2022,LEC,1.0,5.0,MEDIUM,91.356,1,,
2022,LEC,1.0,6.0,MEDIUM,91.087,1,,
2022,LEC,1.0,7.0,MEDIUM,90.861,1,,
2022,LEC,1.0,8.0,MEDIUM,90.886,1,,
2022,LEC,1.0,9.0,MEDIUM,90.783,1,,
2022,LEC,1.0,10.0,MEDIUM,91.147,1,,
2022,LEC,1.0,11.0,MEDIUM,91.039,1,,
2022,LEC,1.0,12.0,MEDIUM,91.252,1,,
2022,LEC,1.0,13.0,MEDIUM,90.92,1,,
2022,LEC,1.0,14.0,MEDIUM,91.131,1,,
2022,LEC,1.0,15.0,MEDIUM,91.731,1,,
2022,LEC,1.0,16.0,MEDIUM,91.237,1,,
2022,LEC,1.0,17.0,MEDIUM,91.454,1,,
2022,LEC,1.0,18.0,MEDIUM,91.443,1,,
2022,LEC,1.0,19.0,MEDIUM,91.74,1,,
2022,LEC,1.0,20.0,MEDIUM,91.891,1,,
2022,LEC,2.0,23.0,HARD,89.886,1,,
2022,LEC,2.0,24.0,HARD,90.465,1,,
2022,LEC,2.0,25.0,HARD,90.488,1,,
2022,LEC,2.0,26.0,HARD,90.421,1,,
2022,LEC,2.0,27.0,HARD,90.095,1,,
2022,LEC,2.0,28.0,HARD,89.744,1,,
2022,LEC,2.0,29.0,HARD,89.98,1,,
2022,LEC,2.0,30.0,HARD,90.103,1,,
2022,LEC,2.0,31.0,HARD,89.874,1,,
2022,LEC,2.0,32.0,HARD,89.795,1,,
2022,LEC,2.0,33.0,HARD,90.27,1,,
2022,LEC,2.0,34.0,HARD,90.17,1,,
2022,LEC,2.0,35.0,HARD,90.017,1,,
2022,LEC,2.0,36.0,HARD,90.143,1,,
2022,LEC,2.0,37.0,HARD,90.23,1,,
2022,LEC,2.0,38.0,HARD,90.412,1,,
2022,LEC,2.0,39.0,HARD,91.295,12,,
2022,LEC,2.0,40.0,HARD,90.312,1,,
2022,LEC,2.0,41.0,HARD,90.056,1,,
2022,LEC,2.0,42.0,HARD,90.135,1,,
2022,LEC,2.0,43.0,HARD,89.813,1,,
2022,LEC,2.0,44.0,HARD,89.958,1,,
2022,LEC,2.0,45.0,HARD,89.853,1,,
2022,LEC,2.0,46.0,HARD,90.159,1,,
2022,LEC,2.0,47.0,HARD,90.215,1,,
2022,LEC,2.0,48.0,HARD,89.719,1,,
2022,LEC,2.0,49.0,HARD,89.875,1,,
2022,LEC,2.0,50.0,HARD,89.736,1,,
2022,LEC,2.0,51.0,HARD,89.782,1,,
2022,LEC,2.0,52.0,HARD,89.727,1,,
2022,LEC,2.0,53.0,HARD,89.879,1,,
2022,LEC,2.0,54.0,HARD,90.095,1,,
2022,LEC,2.0,55.0,HARD,90.151,1,,
2022,LEC,2.0,56.0,HARD,90.033,1,,
2022,LEC,2.0,57.0,HARD,89.829,1,,
2022,LEC,2.0,58.0,HARD,90.5,1,,
2022,PER,1.0,2.0,MEDIUM,90.579,1,,
2022,PER,1.0,3.0,MEDIUM,90.272,1,,
2022,PER,1.0,4.0,MEDIUM,90.879,1,,
2022,PER,1.0,5.0,MEDIUM,90.927,1,,
2022,PER,1.0,6.0,MEDIUM,90.635,1,,
2022,PER,1.0,7.0,MEDIUM,90.612,1,,
2022,PER,1.0,8.0,MEDIUM,90.666,1,,
2022,PER,1.0,9.0,MEDIUM,90.971,1,,
2022,PER,1.0,10.0,MEDIUM,91.071,1,,
2022,PER,1.0,11.0,MEDIUM,91.167,1,,
2022,PER,1.0,12.0,MEDIUM,91.407,1,,
2022,PER,1.0,13.0,MEDIUM,91.494,1,,
2022,PER,1.0,14.0,MEDIUM,91.99,1,,
2022,PER,2.0,17.0,HARD,90.226,1,,
2022,PER,2.0,18.0,HARD,90.185,1,,
2022,PER,2.0,19.0,HARD,89.798,1,,
2022,PER,2.0,20.0,HARD,90.583,1,,
2022,PER,2.0,21.0,HARD,90.673,1,,
2022,PER,2.0,22.0,HARD,91.316,1,,
2022,PER,2.0,23.0,HARD,91.17,1,,
2022,PER,2.0,24.0,HARD,90.927,1,,
2022,PER,2.0,25.0,HARD,90.833,1,,
2022,PER,2.0,26.0,HARD,90.362,1,,
2022,PER,2.0,27.0,HARD,90.697,1,,
2022,PER,2.0,28.0,HARD,90.538,1,,
2022,PER,2.0,29.0,HARD,90.47,1,,
2022,PER,2.0,30.0,HARD,90.034,1,,
2022,PER,2.0,31.0,HARD,90.142,1,,
2022,PER,2.0,32.0,HARD,90.338,1,,
2022,PER,3.0,35.0,HARD,89.212,1,,
2022,PER,3.0,36.0,HARD,89.199,1,,
2022,PER,3.0,37.0,HARD,89.065,1,,
2022,PER,3.0,38.0,HARD,89.153,12,,
2022,PER,3.0,39.0,HARD,89.471,21,,
2022,PER,3.0,40.0,HARD,89.355,1,,
2022,PER,3.0,41.0,HARD,89.192,1,,
2022,PER,3.0,42.0,HARD,89.15,1,,
2022,PER,3.0,43.0,HARD,89.26,1,,
2022,PER,3.0,44.0,HARD,89.522,1,,
2022,PER,3.0,45.0,HARD,90.257,1,,
2022,PER,3.0,46.0,HARD,89.373,1,,
2022,PER,3.0,47.0,HARD,89.217,1,,
2022,PER,3.0,48.0,HARD,89.234,1,,
2022,PER,3.0,49.0,HARD,89.089,1,,
2022,PER,3.0,50.0,HARD,89.253,1,,
2022,PER,3.0,51.0,HARD,89.159,1,,
2022,PER,3.0,52.0,HARD,88.972,1,,
2022,PER,3.0,53.0,HARD,89.096,1,,
2022,PER,3.0,54.0,HARD,89.152,1,,
2022,PER,3.0,55.0,HARD,89.205,1,,
2022,PER,3.0,56.0,HARD,89.446,1,,
2022,PER,3.0,57.0,HARD,89.573,1,,
2022,PER,3.0,58.0,HARD,89.856,1,,
2022,SAI,1.0,2.0,MEDIUM,91.332,1,,
2022,SAI,1.0,3.0,MEDIUM,90.946,1,,
2022,SAI,1.0,4.0,MEDIUM,90.987,1,,
2022,SAI,1.0,5.0,MEDIUM,91.98,1,,
2022,SAI,1.0,6.0,MEDIUM,91.27,1,,
2022,SAI,1.0,7.0,MEDIUM,91.408,1,,
2022,SAI,1.0,8.0,MEDIUM,90.685,1,,
2022,SAI,1.0,9.0,MEDIUM,90.874,1,,
2022,SAI,1.0,10.0,MEDIUM,91.075,1,,
2022,SAI,1.0,11.0,MEDIUM,91.14,1,,
2022,SAI,1.0,12.0,MEDIUM,91.296,1,,
2022,SAI,1.0,13.0,MEDIUM,91.269,1,,
2022,SAI,1.0,14.0,MEDIUM,91.515,1,,
2022,SAI,1.0,15.0,MEDIUM,91.534,1,,
2022,SAI,1.0,16.0,MEDIUM,91.426,1,,
2022,SAI,2.0,19.0,HARD,91.373,1,,
2022,SAI,2.0,20.0,HARD,90.658,1,,
2022,SAI,2.0,21.0,HARD,90.547,1,,
2022,SAI,2.0,22.0,HARD,91.006,1,,
2022,SAI,2.0,23.0,HARD,90.543,1,,
2022,SAI,2.0,24.0,HARD,90.528,1,,
2022,SAI,2.0,25.0,HARD,90.47,1,,
2022,SAI,2.0,26.0,HARD,90.379,1,,
2022,SAI,2.0,27.0,HARD,90.682,1,,
2022,SAI,2.0,28.0,HARD,90.179,1,,
2022,SAI,2.0,29.0,HARD,90.294,1,,
2022,SAI,2.0,30.0,HARD,90.479,1,,
2022,SAI,2.0,31.0,HARD,90.842,1,,
2022,SAI,2.0,32.0,HARD,90.297,1,,
2022,SAI,2.0,33.0,HARD,90.491,1,,
2022,SAI,2.0,34.0,HARD,90.318,1,,
2022,SAI,2.0,35.0,HARD,90.169,1,,
2022,SAI,2.0,36.0,HARD,90.268,1,,
2022,SAI,2.0,37.0,HARD,90.469,1,,
2022,SAI,2.0,38.0,HARD,90.333,1,,
2022,SAI,3.0,41.0,HARD,89.537,1,,
2022,SAI,3.0,42.0,HARD,89.318,1,,
2022,SAI,3.0,43.0,HARD,89.247,1,,
2022,SAI,3.0,44.0,HARD,89.098,1,,
2022,SAI,3.0,45.0,HARD,88.978,1,,
2022,SAI,3.0,46.0,HARD,89.133,1,,
2022,SAI,3.0,47.0,HARD,89.252,1,,
2022,SAI,3.0,48.0,HARD,89.102,1,,
2022,SAI,3.0,49.0,HARD,89.518,1,,
2022,SAI,3.0,50.0,HARD,88.879,1,,
2022,SAI,3.0,51.0,HARD,89.274,1,,
2022,SAI,3.0,52.0,HARD,89.291,1,,
2022,SAI,3.0,53.0,HARD,89.368,1,,
2022,SAI,3.0,54.0,HARD,89.919,1,,
2022,SAI,3.0,55.0,HARD,90.048,1,,
2022,SAI,3.0,56.0,HARD,89.595,1,,
2022,SAI,3.0,57.0,HARD,89.98,1,,
2022,SAI,3.0,58.0,HARD,89.906,1,,
